"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"01:52:07.2230570","LightingService.exe","6180","RegQueryKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"01:52:07.2230616","LightingService.exe","6180","RegOpenKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"01:52:07.2230683","LightingService.exe","6180","RegQueryKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}","SUCCESS","Query: Name"
"01:52:07.2230796","LightingService.exe","6180","RegQueryValue","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"01:52:07.2230856","LightingService.exe","6180","RegQueryValue","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\(Default)","BUFFER OVERFLOW","Length: 12"
"01:52:07.2230907","LightingService.exe","6180","RegQueryValue","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\(Default)","SUCCESS","Type: REG_SZ, Length: 44, Data: ServiceMediator Class"
"01:52:07.2230976","LightingService.exe","6180","RegQueryKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"01:52:07.2231018","LightingService.exe","6180","RegOpenKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2231091","LightingService.exe","6180","RegQueryKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"01:52:07.2231131","LightingService.exe","6180","RegOpenKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"01:52:07.2231187","LightingService.exe","6180","RegQueryKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"01:52:07.2231225","LightingService.exe","6180","RegOpenKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"01:52:07.2231332","LightingService.exe","6180","RegCloseKey","HKCR\WOW6432Node\CLSID\{95775DC4-77AA-4E94-8CF6-68267EEF1856}","SUCCESS",""
"01:52:07.2233418","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2234284","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2234556","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2234767","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2234919","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2235056","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2235177","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2235623","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2235901","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2237545","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2238066","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2238316","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2238501","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2238649","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2238766","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2238941","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2239270","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2239503","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2240448","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2240639","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2240937","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Microsoft\.NETFramework","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2241252","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2241367","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2241603","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Desired Access: Read"
"01:52:07.2241891","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2243485","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll.config","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"01:52:07.2245075","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2245660","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2245894","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2246073","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2246222","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2246342","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2246453","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2246852","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2247124","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2248491","LightingService.exe","6180","CreateFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2248968","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2249141","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"01:52:07.2249286","LightingService.exe","6180","QueryStandardInformationFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","AllocationSize: 53248, EndOfFile: 50480, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2249421","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2249526","LightingService.exe","6180","CreateFileMapping","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS","SyncType: SyncTypeOther"
"01:52:07.2249633","LightingService.exe","6180","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2249947","LightingService.exe","6180","CloseFile","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2250089","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2250165","LightingService.exe","6180","IRP_MJ_CLOSE","C:\Program Files (x86)\LightingService\AuraHueWrapper.dll","SUCCESS",""
"01:52:07.2250303","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471107, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2250602","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471107, Length: 138"
"01:52:07.2250673","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2250860","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\Policy\Standards","SUCCESS","Desired Access: Read"
"01:52:07.2250936","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2251219","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2251348","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards\v4.0.30319","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2251553","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\.NETFramework\policy\standards","SUCCESS",""
"01:52:07.2251672","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2251799","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471245, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2251961","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471245, Length: 138"
"01:52:07.2252002","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2252117","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2252154","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2252393","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","Desired Access: Read"
"01:52:07.2252663","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2252820","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion\NoClientChecks","NAME NOT FOUND","Length: 16"
"01:52:07.2252990","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Fusion","SUCCESS",""
"01:52:07.2253006","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2253072","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471383, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2253154","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471383, Length: 159"
"01:52:07.2253252","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2253483","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2253516","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471542, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2253560","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471542, Length: 125"
"01:52:07.2253610","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2253799","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2253831","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471667, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2253870","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471667, Length: 144"
"01:52:07.2253915","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2254074","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2254105","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471811, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2254148","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471811, Length: 109"
"01:52:07.2254192","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2254363","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2254396","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2471920, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2254436","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2471920, Length: 120"
"01:52:07.2254460","LightingService.exe","6180","QueryOpen","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","FAST IO DISALLOWED",""
"01:52:07.2254482","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2254660","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2254689","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2472040, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2254732","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2472040, Length: 154"
"01:52:07.2254775","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2255294","LightingService.exe","6180","CreateFile","C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"01:52:07.2255351","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2255383","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2472194, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2255425","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2472194, Length: 122"
"01:52:07.2255471","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
"01:52:07.2255683","LightingService.exe","6180","LockFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Exclusive: True, Offset: 0, Length: 4294967295, Fail Immediately: False"
"01:52:07.2255713","LightingService.exe","6180","QueryStandardInformationFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","AllocationSize: 2555904, EndOfFile: 2472316, NumberOfLinks: 1, DeletePending: False, Directory: False"
"01:52:07.2255754","LightingService.exe","6180","WriteFile","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 2472316, Length: 113"
"01:52:07.2255796","LightingService.exe","6180","UnlockFileSingle","C:\ProgramData\ASUS\ARMOURY CRATE Diagnosis\LightingService\LightingService.log","SUCCESS","Offset: 0, Length: 4294967295"
